Hard Skill,Category,Subcategory,UAE Count,Standardized Count UAE,US Count,Standardized Count US
Young Adult Literature,Media and Communications,Literature and Literary Studies,4,0.00007534,10,0.00023562
Hematocrit,Health Care,General Medical Tests and Procedures,4,0.00007534,20,0.00047124
SAP Business ByDesign,Business,Business Operations,4,0.00007534,1,0.00002356
Ethernet Physical Layer,Information Technology,General Networking,4,0.00007534,50,0.0011781
Environmental Remediation,Environment,Environmental Engineering and Restoration,4,0.00007534,17,0.00040055
Backup Administration,Information Technology,Backup Software,4,0.00007534,7,0.00016493
Wired Communications,Information Technology,Telecommunications,4,0.00007534,13,0.00030631
Cloudfoundry,Information Technology,Cloud Solutions,4,0.00007534,6,0.00014137
Z Shell,Information Technology,Scripting,4,0.00007534,11,0.00025918
Redmine,Information Technology,Agile Software Development,4,0.00007534,2,0.00004712
Physical Security Information Management,Public Safety and National Security,Safety and Security,4,0.00007534,4,0.00009425
Building Crates And Skids,"Transportation, Supply Chain, and Logistics",Inventory and Warehousing,4,0.00007534,5,0.00011781
Vericut,Manufacturing and Production,Computer-Aided Manufacturing,4,0.00007534,8,0.0001885
Cloud Storage,Information Technology,Data Storage,4,0.00007534,16,0.00037699
Idms,Information Technology,Mainframe Technologies,4,0.00007534,38,0.00089535
Germanium,Science and Research,"Elements, Compounds, and Materials",4,0.00007534,34,0.00080111
Aircraft Seats,"Transportation, Supply Chain, and Logistics",Air Transportation,4,0.00007534,5,0.00011781
Data Duplication Management,Information Technology,Data Management,4,0.00007534,13,0.00030631
Business Operating System,Business,Business Solutions,4,0.00007534,6,0.00014137
Instructional Theories,Education and Training,Instructional and Curriculum Design,4,0.00007534,14,0.00032987
Modified Bitumen Roofing,Architecture and Construction,Roofing,4,0.00007534,14,0.00032987
Genomic Testing,Science and Research,Genetics,4,0.00007534,5,0.00011781
Space Radiation,Science and Research,Earth and Space Science,4,0.00007534,9,0.00021206
Iges,Manufacturing and Production,Computer-Aided Manufacturing,4,0.00007534,2,0.00004712
Patient Data Management Systems,Health Care,Health Information Management and Medical Records,4,0.00007534,1,0.00002356
Story Point Estimation,Information Technology,IT Management,4,0.00007534,6,0.00014137
Respite Care,Health Care,Nursing and Patient Care,4,0.00007534,35,0.00082467
Spiceworks,Information Technology,Networking Software,4,0.00007534,3,0.00007069
Mobile Robot Navigation,Engineering,Robotics,4,0.00007534,5,0.00011781
JSON-RPC Protocol,Information Technology,Network Protocols,4,0.00007534,6,0.00014137
Yahoo! User Interface Library (YUI),Information Technology,JavaScript and jQuery,4,0.00007534,3,0.00007069
Source Evaluation,Science and Research,General Science and Research,4,0.00007534,9,0.00021206
Carbon Graphite,Science and Research,"Elements, Compounds, and Materials",4,0.00007534,3,0.00007069
Gynecological Surgery,Health Care,Obstetrics and Gynecology (OBGYN),4,0.00007534,7,0.00016493
Copy Testing,Marketing and Public Relations,Market Analysis,4,0.00007534,5,0.00011781
Scientific Management,Business,Process Improvement and Optimization,4,0.00007534,6,0.00014137
OpenSceneGraph,Design,Graphic and Visual Design Software,4,0.00007534,37,0.00087179
Mental Health Interventions,Health Care,Mental Health Therapies,4,0.00007534,11,0.00025918
Learning Metrics,Education and Training,Education Software and Technology,4,0.00007534,8,0.0001885
Net Interest Income,Finance,General Accounting,4,0.00007534,13,0.00030631
Predictive Dialer,Information Technology,Telecommunications,4,0.00007534,5,0.00011781
ModelOps,Information Technology,Artificial Intelligence and Machine Learning (AI/ML),4,0.00007534,26,0.00061261
Customer Proprietary Network Information,Information Technology,Telecommunications,4,0.00007534,5,0.00011781
Breast Sonography,Health Care,Medical Imaging,4,0.00007534,9,0.00021206
Serial Communications,Information Technology,Telecommunications,4,0.00007534,27,0.00063617
Technology Entrepreneurship,Business,Business Leadership,4,0.00007534,4,0.00009425
Salesforce Einstein,Business,Customer Relationship Management (CRM),4,0.00007534,19,0.00044768
Capybara (Software),Information Technology,Test Automation,4,0.00007534,5,0.00011781
Soundcloud,Media and Communications,Audio Production and Technology,4,0.00007534,4,0.00009425
Vector Data,Information Technology,Geospatial Information and Technology,4,0.00007534,2,0.00004712
WindowBlinds (Software),Information Technology,Microsoft Windows,4,0.00007534,6,0.00014137
Memory Architecture,Information Technology,Data Storage,4,0.00007534,12,0.00028274
Cystoscopy,Health Care,Nephrology,4,0.00007534,2,0.00004712
Reimbursement Regulations,Health Care,Health Care Procedure and Regulation,4,0.00007534,15,0.00035343
Critical Illness Insurance,Finance,Insurance,4,0.00007534,1529,0.03602622
IBM Bluemix,Uncategorized,Uncategorized,4,0.00007534,3,0.00007069
Test Statistics,Analysis,Statistics,4,0.00007534,1,0.00002356
Named Entity Recognition,Analysis,Natural Language Processing (NLP),4,0.00007534,50,0.0011781
Java Security,Information Technology,Cybersecurity,4,0.00007534,4,0.00009425
Flying Qualities,"Transportation, Supply Chain, and Logistics",Air Transportation,4,0.00007534,11,0.00025918
Clip Art,Design,Graphic and Visual Design,4,0.00007534,2,0.00004712
Problem Loan Management,Finance,General Lending,4,0.00007534,29,0.0006833
ISO 14971 Standard,"Law, Regulation, and Compliance",Quality Assurance and Control,4,0.00007534,130,0.00306305
HP Service Manager Software,Uncategorized,Uncategorized,4,0.00007534,11,0.00025918
Directed Acyclic Graph (Directed Graphs),Analysis,Data Science,4,0.00007534,12,0.00028274
Oracle Spatial,Information Technology,Geospatial Information and Technology,4,0.00007534,8,0.0001885
Password Safe,Information Technology,Identity and Access Management,4,0.00007534,3,0.00007069
IEEE 802,Information Technology,Network Protocols,4,0.00007534,5,0.00011781
Finite Difference,Analysis,Mathematics and Mathematical Modeling,4,0.00007534,13,0.00030631
Soil Testing,Engineering,Geological Engineering,4,0.00007534,4,0.00009425
Changeset,Information Technology,Version Control,4,0.00007534,1,0.00002356
Clinical Engineering,Science and Research,Biotechnology,4,0.00007534,3,0.00007069
Wafer Fabrication,Manufacturing and Production,Electronics Manufacturing,4,0.00007534,76,0.00179071
Higher Education Leadership,Education and Training,Higher Education,4,0.00007534,3,0.00007069
Inverse Kinematics,Engineering,Robotics,4,0.00007534,4,0.00009425
Smart Grid,Architecture and Construction,Electrical Construction,4,0.00007534,3,0.00007069
Survey Methodologies,Science and Research,General Science and Research,4,0.00007534,13,0.00030631
Valgrind,Information Technology,Software Development Tools,4,0.00007534,14,0.00032987
Clinical Assay,Science and Research,Laboratory Research,4,0.00007534,2,0.00004712
OpenWrt,Information Technology,Operating Systems,4,0.00007534,15,0.00035343
Alternative Fuels,Energy and Utilities,Clean Energy,4,0.00007534,1,0.00002356
NICE (WFM Software),Business,People Management,4,0.00007534,10,0.00023562
Kinetic Typography,Design,Animation and Game Design,4,0.00007534,3,0.00007069
Katalon Studio,Information Technology,Test Automation,4,0.00007534,83,0.00195564
Cloudbees,Information Technology,Cloud Solutions,4,0.00007534,34,0.00080111
Insurance Follow-Up,Finance,Insurance,4,0.00007534,38,0.00089535
Computational Chemistry,Science and Research,Chemistry,4,0.00007534,36,0.00084823
Combination Products,Science and Research,Pharmacology and Drug Discovery,4,0.00007534,75,0.00176715
Digital Prototyping,Design,User Interface and User Experience (UI/UX) Design,4,0.00007534,4,0.00009425
Geospatial Engineering,Information Technology,Geospatial Information and Technology,4,0.00007534,5,0.00011781
Gasification,Manufacturing and Production,Manufacturing Processes,4,0.00007534,3,0.00007069
Biosensors,Engineering,"Engineering, Scientific, and Technical Instruments",4,0.00007534,8,0.0001885
Electronic Portfolio,Design,Graphic and Visual Design,4,0.00007534,16,0.00037699
Reverse Auctions,"Transportation, Supply Chain, and Logistics",Procurement,4,0.00007534,13,0.00030631
Active Directory Migration Tool,Information Technology,Systems Administration,4,0.00007534,2,0.00004712
Advanced Composite Materials,Science and Research,"Elements, Compounds, and Materials",4,0.00007534,6,0.00014137
IPython (Python Package),Information Technology,Scripting,4,0.00007534,2,0.00004712
Sputter Deposition,Manufacturing and Production,Manufacturing Processes,4,0.00007534,20,0.00047124
Public Law,"Law, Regulation, and Compliance",Regulation and Legal Compliance,4,0.00007534,892,0.02101726
Waste Characterization,Environment,Waste Management,4,0.00007534,10,0.00023562
Accounting For Income Taxes,Finance,Tax,4,0.00007534,58,0.00136659
Cisco Firewall Services Module (FWSM),Information Technology,Networking Software,4,0.00007534,4,0.00009425
Database Cloning,Information Technology,Database Architecture and Administration,4,0.00007534,3,0.00007069
SunOS,Information Technology,Operating Systems,4,0.00007534,3,0.00007069
Kinaxis RapidResponse,"Transportation, Supply Chain, and Logistics",Supply Chain Management,4,0.00007534,25,0.00058905
Occupational Health Nursing,Health Care,Public Health and Disease Prevention,4,0.00007534,3,0.00007069
X-Ray Fluorescence,Health Care,Medical Imaging,4,0.00007534,21,0.0004948
Polish Language,Media and Communications,Language Competency,4,0.00007534,13,0.00030631
Antibodies,Health Care,Immunology,4,0.00007534,97,0.00228551
Workflow Engine,Business,Project Management,4,0.00007534,65,0.00153153
Predix,Information Technology,Internet of Things (IoT),4,0.00007534,1,0.00002356
Thermal Hydraulics,Engineering,Mechanical Engineering,4,0.00007534,8,0.0001885
Physical Computing,Information Technology,Computer Science,4,0.00007534,3,0.00007069
Protein Production,Science and Research,Genetics,4,0.00007534,11,0.00025918
Angular Ui,Design,User Interface and User Experience (UI/UX) Design,4,0.00007534,20,0.00047124
Aviation Cyber Security,Information Technology,Cybersecurity,4,0.00007534,3,0.00007069
Electromagnetic Interference And Compatibility (EMI/EMC) Simulation,Engineering,Electrical and Computer Engineering,4,0.00007534,3,0.00007069
Shrubbery,"Agriculture, Horticulture, and Landscaping",Landscaping and Horticulture,4,0.00007534,2,0.00004712
Amphibians,Science and Research,Biology,4,0.00007534,2,0.00004712
In-Licensing,"Law, Regulation, and Compliance",Property Law,4,0.00007534,2,0.00004712
High Voltage Transmission Systems,Energy and Utilities,Electrical Power,4,0.00007534,13,0.00030631
Intensity-Modulated Radiation Therapy,Health Care,Oncology,4,0.00007534,4,0.00009425
Oracle Application Development Framework,Information Technology,Software Development Tools,4,0.00007534,6,0.00014137
Game Testing,Information Technology,Software Development,4,0.00007534,16,0.00037699
Machine Assembly,Manufacturing and Production,Machinery,4,0.00007534,16,0.00037699
Nanofabrication,Manufacturing and Production,Micro Manufacturing,4,0.00007534,8,0.0001885
Close Work Orders,Business,Business Operations,4,0.00007534,25,0.00058905
Database Partitioning,Information Technology,Database Architecture and Administration,4,0.00007534,9,0.00021206
Seim Language,Media and Communications,Language Competency,4,0.00007534,42,0.0009896
Punch Press,Manufacturing and Production,Machinery,4,0.00007534,6,0.00014137
Data Caching,Information Technology,Data Storage,4,0.00007534,14,0.00032987
Azure Data Explorer (Kusto),Analysis,Data Science,4,0.00007534,18,0.00042412
Financial Data Management,Finance,Financial Management,4,0.00007534,4,0.00009425
Cardiovascular Physiology,Health Care,Cardiology,4,0.00007534,1,0.00002356
Mathematical Economics,Analysis,Mathematics and Mathematical Modeling,4,0.00007534,9,0.00021206
Small Engines,"Maintenance, Repair, and Facility Services",Equipment Repair and Maintenance,4,0.00007534,48,0.00113097
Environmental Data Management,Environment,Environment and Resource Management,4,0.00007534,4,0.00009425
Quickbase,Business,Project Management,4,0.00007534,20,0.00047124
Cancer Genetics,Science and Research,Genetics,4,0.00007534,3,0.00007069
Operationalization,Business,Business Operations,4,0.00007534,23,0.00054192
Database Connection,Information Technology,Database Architecture and Administration,4,0.00007534,26,0.00061261
Convergent Charging,Finance,Accounting and Finance Software,4,0.00007534,14,0.00032987
DB2 SQL,Information Technology,Query Languages,4,0.00007534,73,0.00172002
Computational Electromagnetics,Engineering,Electrical and Computer Engineering,4,0.00007534,32,0.00075398
GStreamer,Media and Communications,Media Production,4,0.00007534,29,0.0006833
Communicative Language Teaching,Media and Communications,"Language Interpretation, Translation, and Studies",4,0.00007534,2,0.00004712
Image-Guided Radiation Therapy,Health Care,Medical Imaging,4,0.00007534,6,0.00014137
Synchronous Optical Networking,Information Technology,Telecommunications,4,0.00007534,51,0.00120166
Pipe Insulation,"Maintenance, Repair, and Facility Services",Plumbing,4,0.00007534,4,0.00009425
Data Pipeline Management,Information Technology,Computer Science,4,0.00007534,14,0.00032987
Child Behavior Checklists,Education and Training,Childhood Education and Development,4,0.00007534,24,0.00056549
Piezometer,Engineering,"Engineering, Scientific, and Technical Instruments",4,0.00007534,1,0.00002356
Beautifulsoup,Information Technology,Data Collection,4,0.00007534,3,0.00007069
Treatment And Control Groups,Science and Research,Clinical Trials,4,0.00007534,50,0.0011781
Gauge Repeatability And Reproducibility,"Law, Regulation, and Compliance",Quality Assurance and Control,4,0.00007534,32,0.00075398
Apache Thrift,Information Technology,Software Development Tools,4,0.00007534,11,0.00025918
Haulage,"Transportation, Supply Chain, and Logistics",Transportation Operations,4,0.00007534,17,0.00040055
Multicultural Marketing,Marketing and Public Relations,Marketing Strategy and Techniques,4,0.00007534,5,0.00011781
Labor And Delivery Nursing,Health Care,Nursing and Patient Care,4,0.00007534,96,0.00226195
Apache Iceberg,Analysis,Data Analysis,4,0.00007534,44,0.00103673
Assay Troubleshooting,Science and Research,Laboratory Research,4,0.00007534,1,0.00002356
Liquibase,Information Technology,Version Control,4,0.00007534,28,0.00065973
Bibliography,Media and Communications,Writing and Editing,4,0.00007534,1,0.00002356
Fashion Illustration,Design,Industrial Design,4,0.00007534,1,0.00002356
Long Term Disability Claims,Customer and Client Support,Insurance and Warranty Claims Processing,4,0.00007534,9,0.00021206
Social History Records,Health Care,Health Information Management and Medical Records,4,0.00007534,38,0.00089535
Data Mining Methods,Analysis,Data Analysis,4,0.00007534,2,0.00004712
Essay Writing,Media and Communications,Writing and Editing,4,0.00007534,26,0.00061261
Air Hammers,"Maintenance, Repair, and Facility Services",Hand Tools,4,0.00007534,3,0.00007069
Health Intervention,Health Care,Public Health and Disease Prevention,4,0.00007534,3,0.00007069
Footwear Sales,Sales,Retail Sales,4,0.00007534,1,0.00002356
Thymeleaf,Information Technology,Java,4,0.00007534,3,0.00007069
Utility Functions,Analysis,Mathematics and Mathematical Modeling,4,0.00007534,7,0.00016493
eSports Management,"Performing Arts, Sports, and Recreation",Sports and Recreation,4,0.00007534,1,0.00002356
Project Manufacturing,Manufacturing and Production,Manufacturing Design,4,0.00007534,18,0.00042412
Restlet,Information Technology,Application Programming Interface (API),4,0.00007534,7,0.00016493
Separately Managed Accounts,Finance,Investment Management,4,0.00007534,41,0.00096604
IBM WebSphere Message Broker,Uncategorized,Uncategorized,4,0.00007534,7,0.00016493
Business Analysis Body Of Knowledge (BABOK),Business,Business Analysis,4,0.00007534,6,0.00014137
Tactical Data Link,Public Safety and National Security,Military Technology and Weapons,4,0.00007534,69,0.00162577
Stereotactic Body Radiation Therapy (SBRT),Health Care,Medical Imaging,4,0.00007534,6,0.00014137
Developer Console,Information Technology,Software Development Tools,4,0.00007534,5,0.00011781
Time To Live,Information Technology,General Networking,4,0.00007534,13,0.00030631
Siteminder,Information Technology,Identity and Access Management,4,0.00007534,18,0.00042412
Electrolytes,Science and Research,Chemistry,4,0.00007534,17,0.00040055
IBM Fibre Connection (FICON) Protocol,Information Technology,Network Protocols,4,0.00007534,5,0.00011781
Machinery Lubrication,"Maintenance, Repair, and Facility Services",Equipment Repair and Maintenance,4,0.00007534,1,0.00002356
Sequence Analysis,Science and Research,"Molecular, Cellular, and Microbiology",4,0.00007534,6,0.00014137
Still Cameras,Media and Communications,Photo/Video Production and Technology,4,0.00007534,1,0.00002356
Public Offering,Finance,Financial Trading,4,0.00007534,7,0.00016493
Incentive Spirometry,Health Care,Physical Therapy,4,0.00007534,16,0.00037699
Atoll (RF Planning Software),Engineering,Radio Frequency (RF),4,0.00007534,11,0.00025918
Technical Textile,Manufacturing and Production,Textiles,4,0.00007534,7,0.00016493
Habitat Conservation,Environment,Conservation,4,0.00007534,12,0.00028274
Poultry Science,Science and Research,Biology,4,0.00007534,1,0.00002356
Proxmox,Information Technology,Virtualization and Virtual Machines,4,0.00007534,27,0.00063617
Child Nutrition,Health Care,Nutrition and Diet,4,0.00007534,13,0.00030631
Biomedical Technology,Science and Research,Biotechnology,4,0.00007534,11,0.00025918
SAP Supplier Relationship Management (SAP SRM),"Transportation, Supply Chain, and Logistics",Supplier Management,4,0.00007534,10,0.00023562
Surgical Assist,Health Care,Surgery,4,0.00007534,12,0.00028274
Data Direct Networks,Information Technology,Data Storage,4,0.00007534,3,0.00007069
Laboratory Cleaning,Science and Research,Laboratory Research,4,0.00007534,6,0.00014137
Unified Endpoint Management,Information Technology,Systems Administration,4,0.00007534,13,0.00030631
Youth Health,Health Care,Pediatrics,4,0.00007534,10,0.00023562
Chair Massage,Health Care,Physical Therapy,4,0.00007534,1,0.00002356
Cartographic Design,Engineering,Surveying and Cartography,4,0.00007534,1,0.00002356
Easy Java Simulations,Information Technology,Java,4,0.00007534,3,0.00007069
Advent Geneva,Finance,Accounting and Finance Software,4,0.00007534,11,0.00025918
Pega Robotics Software,Information Technology,IT Automation,4,0.00007534,11,0.00025918
Revision History,"Law, Regulation, and Compliance",Quality Assurance and Control,4,0.00007534,7,0.00016493
Medical Supply Management,Health Care,Medical Support,4,0.00007534,3,0.00007069
ControlNet,Engineering,Automation Engineering,4,0.00007534,79,0.00186139
Community Reintegration,Health Care,Rehabilitation,4,0.00007534,17,0.00040055
Mortgage-Backed Securities,Finance,Investment Management,4,0.00007534,57,0.00134303
Java Collections Framework,Information Technology,Java,4,0.00007534,3,0.00007069
Preventive Labor Relations,Human Resources,Employee Relations,4,0.00007534,2,0.00004712
Circumcision,Health Care,Urology,4,0.00007534,6,0.00014137
Code Sharing,Information Technology,Software Development,4,0.00007534,8,0.0001885
Bubble.io,Information Technology,Software Development Tools,4,0.00007534,1,0.00002356
Apache Servicemix,Information Technology,Enterprise Application Management,4,0.00007534,6,0.00014137
Optical Amplifier,Engineering,Optical Engineering,4,0.00007534,2,0.00004712
Wirecast,Media and Communications,Streaming Media Systems,4,0.00007534,1,0.00002356
Prehistory,"Economics, Policy, and Social Studies",Social Studies,4,0.00007534,10,0.00023562
Programmable Logic Devices,Engineering,Electrical and Computer Engineering,4,0.00007534,65,0.00153153
Compounded Sterile Preparations,Health Care,Pharmacy,4,0.00007534,18,0.00042412
Adobe Dimension,Design,Graphic and Visual Design Software,4,0.00007534,2,0.00004712
Westlaw,"Law, Regulation, and Compliance",Legal Support,4,0.00007534,110,0.00259181
DoDAF,Information Technology,System Design and Implementation,4,0.00007534,175,0.00412334
Security Accounts Manager,Information Technology,Cybersecurity,4,0.00007534,5,0.00011781
Lean Product Development,Manufacturing and Production,Product Development,4,0.00007534,12,0.00028274
Stereopsis,Health Care,Eye Care,4,0.00007534,2,0.00004712
JSON Web Signature (JWS),Information Technology,Web Design and Development,4,0.00007534,11,0.00025918
Screw Machine,Manufacturing and Production,Machinery,4,0.00007534,13,0.00030631
Content Audit,Media and Communications,Content Development and Management,4,0.00007534,3,0.00007069
Content Inventory,Media and Communications,Content Development and Management,4,0.00007534,1,0.00002356
Radiation Hardening,Manufacturing and Production,Manufacturing Processes,4,0.00007534,5,0.00011781
Venous Access,Health Care,General Medical Tests and Procedures,4,0.00007534,8,0.0001885
Message Format,Information Technology,Software Development,4,0.00007534,9,0.00021206
Bioactive Plant Food Compounds,Science and Research,"Elements, Compounds, and Materials",4,0.00007534,3,0.00007069
Conformance Testing,"Law, Regulation, and Compliance",Quality Assurance and Control,4,0.00007534,4,0.00009425
WinDBg,Information Technology,Microsoft Windows,4,0.00007534,46,0.00108385
Telephone Numbering Plans,Information Technology,Telecommunications,4,0.00007534,17,0.00040055
FishEye (Software),Information Technology,Version Control,4,0.00007534,13,0.00030631
Vehicle Coupling And Uncoupling,"Transportation, Supply Chain, and Logistics",Transportation Operations,4,0.00007534,14,0.00032987
Salesforce Communities,Business,Customer Relationship Management (CRM),4,0.00007534,11,0.00025918
Voice Acting,"Performing Arts, Sports, and Recreation",Theatre and Performance Art,4,0.00007534,3,0.00007069
Pneumothorax,Health Care,Pulmonology,4,0.00007534,1,0.00002356
Reasoning Systems,Information Technology,Artificial Intelligence and Machine Learning (AI/ML),4,0.00007534,6,0.00014137
Small Business Accounting,Finance,Specialized Accounting,4,0.00007534,10,0.00023562
Federal Payroll Regulations,Human Resources,Payroll,4,0.00007534,9,0.00021206
Serializer/Deserializer (SerDes),Information Technology,Telecommunications,4,0.00007534,242,0.00570199
Exit Planning,Social and Human Services,Community and Social Work,4,0.00007534,8,0.0001885
OpenLayers,Information Technology,JavaScript and jQuery,4,0.00007534,24,0.00056549
Sendgrid,Marketing and Public Relations,Digital Marketing,4,0.00007534,5,0.00011781
Viscometer,Engineering,"Engineering, Scientific, and Technical Instruments",4,0.00007534,5,0.00011781
Health Fairs,Health Care,Public Health and Disease Prevention,4,0.00007534,33,0.00077754
Ableton Live,Media and Communications,Audio Production and Technology,4,0.00007534,2,0.00004712
Cloud Forensics,"Law, Regulation, and Compliance",Criminal Investigation and Forensics,4,0.00007534,28,0.00065973
Military Security,Public Safety and National Security,Military Operations,4,0.00007534,9,0.00021206
Experimental Analysis Of Behavior,Health Care,Mental and Behavioral Health Specialties,4,0.00007534,3,0.00007069
Traffic Control Devices,"Transportation, Supply Chain, and Logistics",Transportation Operations,4,0.00007534,87,0.00204989
Validation Master Plan,Manufacturing and Production,Manufacturing Standards,4,0.00007534,8,0.0001885
Cognitive Assessment Systems,Health Care,Mental and Behavioral Health Specialties,4,0.00007534,324,0.00763407
HVAC Estimating,Architecture and Construction,Construction Estimating,4,0.00007534,5,0.00011781
Financial And Business Management System,Business,Business Solutions,4,0.00007534,1,0.00002356
Software Engineering Process,Information Technology,Software Development,4,0.00007534,18,0.00042412
Polypharmacy,Health Care,Pharmacy,4,0.00007534,5,0.00011781
Multiplex Ligation-Dependent Probe Amplification,Health Care,Genetic Disorders,4,0.00007534,1,0.00002356
Sulfuric Acid,Science and Research,"Elements, Compounds, and Materials",4,0.00007534,22,0.00051836
Audio Codecs,Media and Communications,Audio Production and Technology,4,0.00007534,25,0.00058905
Social Gaming,Design,Animation and Game Design,4,0.00007534,7,0.00016493
Fiber Construction,Architecture and Construction,Electrical Construction,4,0.00007534,69,0.00162577
Immunoassay,Science and Research,Laboratory Research,4,0.00007534,10,0.00023562
Electronics Engineering Technology,Engineering,Electronics Engineering,4,0.00007534,17,0.00040055
Ghost (Backup Software),Information Technology,Backup Software,4,0.00007534,5,0.00011781
Semantic Analysis,Analysis,Natural Language Processing (NLP),4,0.00007534,10,0.00023562
TeamViewer,Information Technology,Technical Support and Services,4,0.00007534,11,0.00025918
Behavioral Antecedent,Health Care,Mental and Behavioral Health Specialties,4,0.00007534,12,0.00028274
Program Database,Information Technology,Databases,4,0.00007534,17,0.00040055
Automatic Storage Management,Information Technology,Database Architecture and Administration,4,0.00007534,1,0.00002356
Microsoft Forefront Threat Management Gateway,Information Technology,Network Security,4,0.00007534,1,0.00002356
Corrective Action Training,Human Resources,Employee Training,4,0.00007534,2,0.00004712
Enovia (PLM Software),Business,Product Management,4,0.00007534,107,0.00252113
Federated Database Systems,Information Technology,Databases,4,0.00007534,13,0.00030631
.NET MAUI (Multi-Platform App UI),Information Technology,Microsoft Development Tools,4,0.00007534,72,0.00169646
Target Platform,Information Technology,Software Development,4,0.00007534,15,0.00035343
Scratch Programming,Information Technology,Other Programming Languages,4,0.00007534,4,0.00009425
Healthcare Reforms,Health Care,Health Care Procedure and Regulation,4,0.00007534,22,0.00051836
IWork,Administration,Office and Productivity Equipment and Technology,4,0.00007534,10,0.00023562
Suicide Intervention,Health Care,Mental Health Therapies,4,0.00007534,69,0.00162577
Memory Forensics,"Law, Regulation, and Compliance",Criminal Investigation and Forensics,4,0.00007534,18,0.00042412
Context Analysis,Business,Business Analysis,4,0.00007534,23,0.00054192
Service Component Architecture,Information Technology,System Design and Implementation,4,0.00007534,32,0.00075398
Chunking,Physical and Inherent Abilities,Critical Thinking and Problem Solving,4,0.00007534,12,0.00028274
Behavioral Change Theories,Health Care,Mental and Behavioral Health Specialties,4,0.00007534,1,0.00002356
AS2,Information Technology,Network Security,4,0.00007534,65,0.00153153
Co-Counseling,"Law, Regulation, and Compliance",Legal Support,4,0.00007534,15,0.00035343
Aquatic Therapy,Health Care,Rehabilitation,4,0.00007534,15,0.00035343
Structural Equation Modeling,Analysis,Statistics,4,0.00007534,3,0.00007069
FEKO,Engineering,Engineering Software,4,0.00007534,39,0.00091892
Student Development Theory,Education and Training,Higher Education,4,0.00007534,2,0.00004712
Wireless Transmission,Information Technology,Wireless Technologies,4,0.00007534,1,0.00002356
IEC 61970 Standard,Energy and Utilities,Electrical Power,4,0.00007534,4,0.00009425
Refrigeration Compressors,"Maintenance, Repair, and Facility Services",HVAC,4,0.00007534,26,0.00061261
Cryptographic Keys,Information Technology,Cybersecurity,4,0.00007534,21,0.0004948
Aspose,Information Technology,Application Programming Interface (API),4,0.00007534,6,0.00014137
MIMIX Availability (Software),Information Technology,Systems Administration,4,0.00007534,8,0.0001885
Ghostwriting,Media and Communications,Journalism,4,0.00007534,21,0.0004948
Tree Maps,Analysis,Data Visualization,4,0.00007534,1,0.00002356
Mammalian Cell Cultures,Science and Research,"Molecular, Cellular, and Microbiology",4,0.00007534,86,0.00202633
Immutability,Information Technology,Software Development,4,0.00007534,7,0.00016493
Scenic Design,"Performing Arts, Sports, and Recreation",Theatre and Performance Art,4,0.00007534,12,0.00028274
Configurators,Information Technology,Configuration Management,4,0.00007534,18,0.00042412
Maintenance Modes,"Maintenance, Repair, and Facility Services",Equipment Repair and Maintenance,4,0.00007534,2,0.00004712
Postfix,Information Technology,Servers,4,0.00007534,14,0.00032987
Specimen Delivery,Health Care,Medical Support,4,0.00007534,1,0.00002356
Health Psychology,Health Care,Mental and Behavioral Health Specialties,4,0.00007534,107,0.00252113
Internet Strategy,Marketing and Public Relations,Digital Marketing,4,0.00007534,10,0.00023562
Microsoft Reporting,Analysis,Business Intelligence Software,4,0.00007534,6,0.00014137
Unfair Competition,"Law, Regulation, and Compliance",Regulation and Legal Compliance,4,0.00007534,1,0.00002356
OrgVue (Analytics Software),Analysis,Business Intelligence Software,4,0.00007534,14,0.00032987
XML Editor,Information Technology,Extensible Languages and XML,4,0.00007534,2,0.00004712
Alerton (Building Automation System),Engineering,Automation Engineering,4,0.00007534,51,0.00120166
Volumetric-Modulated Arc Therapy (VMAT),Health Care,Medical Imaging,4,0.00007534,1,0.00002356
Military Sciences,Public Safety and National Security,Military Operations,4,0.00007534,3,0.00007069
OneTrust (Software),Information Technology,Network Security,4,0.00007534,18,0.00042412
Catastrophic Failure,Information Technology,Cybersecurity,4,0.00007534,31,0.00073042
Data Comparison,Analysis,Data Analysis,4,0.00007534,24,0.00056549
Dayforce (HCM Software),Uncategorized,Uncategorized,4,0.00007534,99,0.00233263
JavaScript Build,Information Technology,JavaScript and jQuery,4,0.00007534,10,0.00023562
KiCad,Engineering,Electronics Engineering,4,0.00007534,23,0.00054192
3D Production,Design,Graphic and Visual Design,4,0.00007534,14,0.00032987
SAE J1939 Standard,Manufacturing and Production,Manufacturing Standards,4,0.00007534,11,0.00025918
Metallography,Engineering,Materials Science and Engineering,4,0.00007534,2,0.00004712
Structural Steel Welding,Manufacturing and Production,"Welding, Brazing, and Soldering",4,0.00007534,5,0.00011781
Rheometer,Engineering,"Engineering, Scientific, and Technical Instruments",4,0.00007534,3,0.00007069
Corporate Financial Reporting,Finance,Financial Reporting,4,0.00007534,12,0.00028274
Corporate Housing,Property and Real Estate,Property Management,4,0.00007534,17,0.00040055
Static HTML,Information Technology,Web Design and Development,4,0.00007534,1,0.00002356
Application Client,Information Technology,Servers,4,0.00007534,7,0.00016493
Supply Base Management,"Transportation, Supply Chain, and Logistics",Supply Chain Management,4,0.00007534,15,0.00035343
B2B Advertising,Marketing and Public Relations,Industry Specific Marketing,4,0.00007534,2,0.00004712
